ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
52.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.png,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.png,3353,81685,53702,62159,43067,102856,81685,53702,62159,43067,102856,81900,45210,54116,38377,98958,51892,53868,131863,108250,1306085,51520,55085,137313,108779,1309035,4944629,4907428,4888501,4900641,4932598,4944629,4907428,4888501,4900641,4932598,4935152,4897466,4881822,4891581,4922182,4956054,4916304,4868577,2760872,2912421,4959204,4919923,4868997,2759843,2911405
91.png,3353,46348,35478,41590,37224,45753,46348,35478,41590,37224,45753,45671,36045,36882,29276,44413,41096,41374,58556,70143,901743,42229,43982,68095,73707,908692,3498886,3482842,3471798,3478914,3494323,3498886,3482842,3471798,3478914,3494323,3499985,3482539,3471910,3478452,3495337,3504442,3488990,3463846,1957807,2066155,3507949,3492330,3464669,1956727,2065072
27.png,3353,48775,30848,35687,26667,57893,48775,30848,35687,26667,57893,46147,25919,31378,25769,56978,32298,30928,66445,55616,893599,32989,32384,70873,57114,896203,3438561,3419196,3409581,3415673,3432311,3438561,3419196,3409581,3415673,3432311,3434557,3415209,3406844,3412137,3427920,3444262,3423528,3399507,1926494,2032489,3446399,3425928,3399637,1925632,2031651
50.png,3353,81685,53702,62159,43067,102856,81685,53702,62159,43067,102856,81900,45210,54116,38377,98958,51892,53868,131863,108250,1306085,51520,55085,137313,108779,1309035,4944629,4907428,4888501,4900641,4932598,4944629,4907428,4888501,4900641,4932598,4935152,4897466,4881822,4891581,4922182,4956054,4916304,4868577,2760872,2912421,4959204,4919923,4868997,2759843,2911405
57.png,3353,94356,86017,93991,87520,97868,94356,86017,93991,87520,97868,94496,74493,83747,79036,96521,93181,102341,158722,218899,1333573,87240,96257,166020,212163,1335309,4946936,4900349,4871511,4889588,4933324,4946936,4900349,4871511,4889588,4933324,4953814,4912493,4881483,4901658,4943195,4968871,4932373,4857604,2740849,2892793,4970214,4934531,4857610,2739783,2891725
24.png,3353,48775,30848,35687,26667,57893,48775,30848,35687,26667,57893,46147,25919,31378,25769,56978,32298,30928,66445,55616,893599,32989,32384,70873,57114,896203,3438561,3419196,3409581,3415673,3432311,3438561,3419196,3409581,3415673,3432311,3434557,3415209,3406844,3412137,3427920,3444262,3423528,3399507,1926494,2032489,3446399,3425928,3399637,1925632,2031651
53.png,3353,105902,95930,107171,97802,103301,105902,95930,107171,97802,103301,102871,88617,94800,85777,98799,98638,110126,161684,251113,1337750,99274,108159,171335,255782,1341253,4950092,4905582,4871095,4892672,4939449,4950092,4905582,4871095,4892672,4939449,4942327,4899093,4868418,4887511,4931609,4960210,4923246,4848432,2732295,2884150,4962350,4926311,4849317,2731680,2883571
61.png,3353,43817,41351,49763,43089,45935,43817,41351,49763,43089,45935,46040,43142,44680,45211,48576,41413,51670,73964,108487,841853,42814,50528,76235,111664,847779,3225775,3209119,3193839,3203807,3221767,3225775,3209119,3193839,3203807,3221767,3222612,3200970,3187612,3195609,3217052,3230107,3215236,3182148,1794469,1894163,3231688,3217244,3182873,1794170,1893891
7.png,3353,67659,44217,47745,32941,87639,67659,44217,47745,32941,87639,66133,43311,46508,33615,88567,43996,45599,117882,95937,1121796,42732,44208,114034,94211,1120252,4239751,4207509,4191721,4201883,4229077,4239751,4207509,4191721,4201883,4229077,4238567,4205475,4189888,4199799,4227607,4255184,4222053,4177520,2367153,2497282,4253410,4219672,4176848,2368125,2498212
69.png,3353,42047,32912,34470,25125,41597,42047,32912,34470,25125,41597,36945,28824,32206,30844,41138,34846,34277,58564,52242,833862,36752,37070,67061,56258,839108,3223953,3208640,3200398,3205507,3219701,3223953,3208640,3200398,3205507,3219701,3220393,3205968,3197620,3203080,3215994,3227550,3213237,3192226,1803844,1903696,3230072,3216096,3192973,1802928,1902806
47.png,3353,52335,42586,47004,36928,49352,52335,42586,47004,36928,49352,48213,37576,40579,37136,52006,44642,46809,75277,80184,909799,50052,47476,90069,85102,915836,3487973,3468336,3455458,3463486,3482782,3487973,3468336,3455458,3463486,3482782,3480611,3460696,3449117,3456522,3474724,3491106,3472367,3443315,1945594,2053301,3494966,3476432,3444057,1944046,2051796
35.png,3353,55894,50530,61608,53682,53714,55894,50530,61608,53682,53714,57256,51756,52180,49304,55639,54288,64542,85477,125733,898544,55490,63416,95706,128014,906823,3408662,3387514,3368732,3381026,3403412,3408662,3387514,3368732,3381026,3403412,3403150,3377300,3360646,3370878,3395861,3413262,3393684,3352887,1892627,1997554,3417788,3398768,3353872,1890622,1995589
21.png,3353,56404,50748,59311,56275,52063,56404,50748,59311,56275,52063,53525,48307,50262,47416,54268,53848,62908,86043,124376,910848,53174,65869,95844,126027,913080,3443524,3423358,3404597,3416981,3438643,3443524,3423358,3404597,3416981,3438643,3437077,3411373,3395704,3405372,3429820,3448982,3429948,3389091,1912210,2018280,3450764,3432117,3389118,1911343,2017424
3.png,3353,46080,29310,31099,23995,59751,46080,29310,31099,23995,59751,45916,30763,32518,24828,61088,32237,31308,70797,58696,897016,32745,32738,75005,59911,899378,3442100,3422320,3413251,3419075,3435397,3442100,3422320,3413251,3419075,3435397,3442958,3422915,3413388,3419422,3436338,3450799,3429912,3404831,1928690,2034912,3453163,3432552,3405251,1927963,2034212
99.png,3353,47318,27351,32225,26135,57966,47318,27351,32225,26135,57966,46765,27182,32302,26828,58607,33426,30883,61407,55088,886864,33817,32704,65357,56554,888272,3419416,3400345,3390893,3397005,3413134,3419416,3400345,3390893,3397005,3413134,3418987,3399590,3390302,3396172,3412639,3426266,3405835,3381775,1917314,2022730,3428749,3408224,3382635,1917144,2022592
60.png,3353,35596,26609,27426,20766,45613,35596,26609,27426,20766,45613,35712,26029,26867,20304,45379,24673,25412,58030,43942,835427,25846,26432,62712,45526,839606,3220600,3206071,3199454,3203688,3215677,3220600,3206071,3199454,3203688,3215677,3219742,3205109,3198757,3202764,3214739,3226125,3210986,3193012,1806760,1906525,3228810,3213866,3193482,1806060,1905864
85.png,3353,40513,26986,29550,24009,52789,40513,26986,29550,24009,52789,41518,25813,28146,22500,52004,29531,29159,57307,48357,902748,30204,30324,62987,49715,905527,3497957,3481600,3473156,3478705,3492595,3497957,3481600,3473156,3478705,3492595,3495956,3479211,3471372,3476326,3490410,3502809,3485449,3465051,1962865,2071030,3506110,3488810,3465333,1961763,2069957
31.png,3353,54461,45630,46582,40505,47070,54461,45630,46582,40505,47070,52257,39514,42839,42721,52015,47086,46658,71895,78270,890090,50042,51105,89067,86311,895089,3405477,3384612,3371112,3379283,3400180,3405477,3384612,3371112,3379283,3400180,3399317,3378870,3366297,3374113,3393309,3408692,3388864,3357947,1897554,2002578,3413700,3394639,3359615,1896213,2001313
20.png,3353,43884,29077,30937,22769,54425,43884,29077,30937,22769,54425,41761,27978,30264,23794,55317,29888,29660,65271,52995,857065,29350,30914,69740,53840,857226,3290408,3271959,3263209,3268781,3284299,3290408,3271959,3263209,3268781,3284299,3289407,3270878,3262206,3267710,3283233,3296942,3277966,3255143,1843983,1945537,3300210,3280846,3254904,1842720,1944278
6.png,3353,46080,29310,31099,23995,59751,46080,29310,31099,23995,59751,45916,30763,32518,24828,61088,32237,31308,70797,58696,897016,32745,32738,75005,59911,899378,3442100,3422320,3413251,3419075,3435397,3442100,3422320,3413251,3419075,3435397,3442958,3422915,3413388,3419422,3436338,3450799,3429912,3404831,1928690,2034912,3453163,3432552,3405251,1927963,2034212
56.png,3353,81685,53702,62159,43067,102856,81685,53702,62159,43067,102856,81900,45210,54116,38377,98958,51892,53868,131863,108250,1306085,51520,55085,137313,108779,1309035,4944629,4907428,4888501,4900641,4932598,4944629,4907428,4888501,4900641,4932598,4935152,4897466,4881822,4891581,4922182,4956054,4916304,4868577,2760872,2912421,4959204,4919923,4868997,2759843,2911405
78.png,3353,55313,55516,58402,57156,51702,55313,55516,58402,57156,51702,57244,52116,54092,51875,55809,51945,59435,81785,111461,935077,49748,59398,90314,115648,935653,3551999,3530270,3511974,3523404,3546832,3551999,3530270,3511974,3523404,3546832,3550374,3527814,3510838,3521377,3544947,3557825,3538045,3500535,1975187,2084791,3559944,3541072,3501142,1974540,2084181
10.png,3353,67659,44217,47745,32941,87639,67659,44217,47745,32941,87639,66133,43311,46508,33615,88567,43996,45599,117882,95937,1121796,42732,44208,114034,94211,1120252,4239751,4207509,4191721,4201883,4229077,4239751,4207509,4191721,4201883,4229077,4238567,4205475,4189888,4199799,4227607,4255184,4222053,4177520,2367153,2497282,4253410,4219672,4176848,2368125,2498212
62.png,3353,35596,26609,27426,20766,45613,35596,26609,27426,20766,45613,35712,26029,26867,20304,45379,24673,25412,58030,43942,835427,25846,26432,62712,45526,839606,3220600,3206071,3199454,3203688,3215677,3220600,3206071,3199454,3203688,3215677,3219742,3205109,3198757,3202764,3214739,3226125,3210986,3193012,1806760,1906525,3228810,3213866,3193482,1806060,1905864
77.png,3353,49231,33124,37530,27497,58872,49231,33124,37530,27497,58872,46656,27748,32945,26616,57574,32553,32303,70070,56931,923917,32518,33383,74583,58268,924633,3546487,3526258,3516136,3522557,3539968,3546487,3526258,3516136,3522557,3539968,3542196,3522130,3513571,3519010,3535272,3552055,3530807,3505680,1986617,2095945,3555034,3533919,3506443,1985668,2095033
93.png,3353,51822,40773,47822,40718,50563,51822,40773,47822,40718,50563,53054,40124,44245,41632,50878,47005,46814,73077,77542,895026,52229,47633,82054,84610,898762,3421184,3401751,3388252,3396590,3416133,3421184,3401751,3388252,3396590,3416133,3416986,3397530,3384543,3392776,3411416,3425657,3407116,3376379,1907904,2013506,3428667,3410633,3377656,1907292,2012928
74.png,3353,42540,34128,39093,36379,45295,42540,34128,39093,36379,45295,42278,35730,34522,35023,48923,37613,44998,78012,75217,847986,40230,44175,79426,79414,848514,3225262,3209510,3196827,3205789,3221029,3225262,3209510,3196827,3205789,3221029,3216230,3192030,3181844,3188263,3208061,3230089,3214136,3181636,1796117,1895624,3232064,3216713,3182420,1795540,1895122
89.png,3353,50391,43893,52134,46058,46917,50391,43893,52134,46058,46917,53963,45791,45814,43706,52804,45575,52791,86077,133611,922312,49325,53069,90845,132286,918763,3501803,3484177,3468776,3478740,3497379,3501803,3484177,3468776,3478740,3497379,3497539,3469319,3453566,3463008,3490212,3507225,3490495,3452361,1947327,2055452,3509283,3492675,3452961,1947292,2055409
100.png,3353,50760,39287,42968,39489,51824,50760,39287,42968,39489,51824,52908,39995,44235,34538,52635,45376,45605,67180,77596,891382,51049,45405,73861,79091,887617,3420718,3401837,3389668,3397475,3415186,3420718,3401837,3389668,3397475,3415186,3423060,3402755,3390643,3398024,3417561,3428710,3410219,3381308,1911826,2017494,3430637,3411925,3381789,1911311,2016971
59.png,3353,35596,26609,27426,20766,45613,35596,26609,27426,20766,45613,35712,26029,26867,20304,45379,24673,25412,58030,43942,835427,25846,26432,62712,45526,839606,3220600,3206071,3199454,3203688,3215677,3220600,3206071,3199454,3203688,3215677,3219742,3205109,3198757,3202764,3214739,3226125,3210986,3193012,1806760,1906525,3228810,3213866,3193482,1806060,1905864
54.png,3353,81685,53702,62159,43067,102856,81685,53702,62159,43067,102856,81900,45210,54116,38377,98958,51892,53868,131863,108250,1306085,51520,55085,137313,108779,1309035,4944629,4907428,4888501,4900641,4932598,4944629,4907428,4888501,4900641,4932598,4935152,4897466,4881822,4891581,4922182,4956054,4916304,4868577,2760872,2912421,4959204,4919923,4868997,2759843,2911405
33.png,3353,55894,50530,61608,53682,53714,55894,50530,61608,53682,53714,57256,51756,52180,49304,55639,54288,64542,85477,125733,898544,55490,63416,95706,128014,906823,3408662,3387514,3368732,3381026,3403412,3408662,3387514,3368732,3381026,3403412,3403150,3377300,3360646,3370878,3395861,3413262,3393684,3352887,1892627,1997554,3417788,3398768,3353872,1890622,1995589
25.png,3353,52485,40476,40480,32769,49759,52485,40476,40480,32769,49759,46332,33398,38441,34987,50505,44895,39555,71187,68840,893501,43184,42440,75824,73582,896173,3440953,3421276,3409790,3416879,3435601,3440953,3421276,3409790,3416879,3435601,3435092,3415818,3405223,3412117,3429263,3445505,3426261,3398697,1921860,2028037,3447636,3428464,3399324,1921072,2027259
51.png,3353,81685,53702,62159,43067,102856,81685,53702,62159,43067,102856,81900,45210,54116,38377,98958,51892,53868,131863,108250,1306085,51520,55085,137313,108779,1309035,4944629,4907428,4888501,4900641,4932598,4944629,4907428,4888501,4900641,4932598,4935152,4897466,4881822,4891581,4922182,4956054,4916304,4868577,2760872,2912421,4959204,4919923,4868997,2759843,2911405
82.png,3353,40513,26986,29550,24009,52789,40513,26986,29550,24009,52789,41518,25813,28146,22500,52004,29531,29159,57307,48357,902748,30204,30324,62987,49715,905527,3497957,3481600,3473156,3478705,3492595,3497957,3481600,3473156,3478705,3492595,3495956,3479211,3471372,3476326,3490410,3502809,3485449,3465051,1962865,2071030,3506110,3488810,3465333,1961763,2069957
41.png,3353,47742,31697,35797,25941,56690,47742,31697,35797,25941,56690,44677,27348,31457,25410,56729,31448,32502,66906,55593,906621,32642,33468,72938,56682,910335,3487552,3468687,3459301,3465333,3481398,3487552,3468687,3459301,3465333,3481398,3483691,3464182,3455611,3461026,3477059,3492616,3472434,3449226,1954519,2062089,3496306,3476034,3449454,1953398,2060995
9.png,3353,74047,63395,67962,63866,80864,74047,63395,67962,63866,80864,76038,63538,74031,65020,77697,70014,76742,138042,182619,1142526,68344,73378,130775,178336,1140619,4240749,4199623,4176186,4190626,4228424,4240749,4199623,4176186,4190626,4228424,4252582,4217800,4190517,4208270,4243709,4264308,4233302,4167508,2351069,2481374,4262012,4230658,4167609,2352478,2482771
65.png,3353,35596,26609,27426,20766,45613,35596,26609,27426,20766,45613,35712,26029,26867,20304,45379,24673,25412,58030,43942,835427,25846,26432,62712,45526,839606,3220600,3206071,3199454,3203688,3215677,3220600,3206071,3199454,3203688,3215677,3219742,3205109,3198757,3202764,3214739,3226125,3210986,3193012,1806760,1906525,3228810,3213866,3193482,1806060,1905864
43.png,3353,54572,38833,49307,41361,51495,54572,38833,49307,41361,51495,54295,39413,41742,34192,48617,48677,45475,70714,81963,910313,50117,48143,77927,86416,914548,3488742,3470241,3457565,3465775,3483359,3488742,3470241,3457565,3465775,3483359,3488071,3468095,3456486,3463538,3482571,3495425,3476911,3447896,1948859,2056649,3497887,3479685,3448329,1947602,2055378
13.png,3353,67659,44217,47745,32941,87639,67659,44217,47745,32941,87639,66133,43311,46508,33615,88567,43996,45599,117882,95937,1121796,42732,44208,114034,94211,1120252,4239751,4207509,4191721,4201883,4229077,4239751,4207509,4191721,4201883,4229077,4238567,4205475,4189888,4199799,4227607,4255184,4222053,4177520,2367153,2497282,4253410,4219672,4176848,2368125,2498212
16.png,3353,43884,29077,30937,22769,54425,43884,29077,30937,22769,54425,41761,27978,30264,23794,55317,29888,29660,65271,52995,857065,29350,30914,69740,53840,857226,3290408,3271959,3263209,3268781,3284299,3290408,3271959,3263209,3268781,3284299,3289407,3270878,3262206,3267710,3283233,3296942,3277966,3255143,1843983,1945537,3300210,3280846,3254904,1842720,1944278
92.png,3353,44103,35130,38307,30431,40941,44103,35130,38307,30431,40941,44403,30946,39108,33427,45248,40946,38958,62587,58165,902588,40739,42289,67490,62364,909175,3500047,3483256,3473461,3479525,3495641,3500047,3483256,3473461,3479525,3495641,3496283,3479700,3470022,3476259,3491418,3503906,3487826,3464311,1958761,2067082,3506411,3490607,3464658,1957358,2065697
22.png,3353,52755,45807,49746,38343,46765,52755,45807,49746,38343,46765,48258,38670,42788,38192,47267,45898,42799,75486,74669,897175,48138,45245,83487,75964,900109,3441765,3421889,3407760,3416385,3436821,3441765,3421889,3407760,3416385,3436821,3434150,3414982,3402968,3410406,3428667,3445372,3426897,3396142,1918515,2024739,3447426,3429553,3396977,1917958,2024227
14.png,3353,45709,42147,46157,42597,51214,45709,42147,46157,42597,51214,52513,44367,43640,37127,47343,45133,44241,72263,73989,863143,47002,47896,80730,80625,867443,3291103,3272731,3259861,3267991,3285948,3291103,3272731,3259861,3267991,3285948,3295087,3275773,3262234,3270561,3290131,3299103,3281697,3251829,1836599,1938337,3302666,3285452,3252382,1835451,1937213
28.png,3353,52485,40476,40480,32769,49759,52485,40476,40480,32769,49759,46332,33398,38441,34987,50505,44895,39555,71187,68840,893501,43184,42440,75824,73582,896173,3440953,3421276,3409790,3416879,3435601,3440953,3421276,3409790,3416879,3435601,3435092,3415818,3405223,3412117,3429263,3445505,3426261,3398697,1921860,2028037,3447636,3428464,3399324,1921072,2027259
46.png,3353,59642,55274,60537,55295,57698,59642,55274,60537,55295,57698,58510,54234,53337,48536,63950,57911,59053,83492,109419,921376,60105,63870,92954,118808,923657,3490594,3469178,3451973,3462865,3485216,3490594,3469178,3451973,3462865,3485216,3489206,3467006,3450795,3460672,3483772,3496303,3476781,3440688,1941169,2048916,3498669,3479590,3441050,1940314,2048087
86.png,3353,40513,26986,29550,24009,52789,40513,26986,29550,24009,52789,41518,25813,28146,22500,52004,29531,29159,57307,48357,902748,30204,30324,62987,49715,905527,3497957,3481600,3473156,3478705,3492595,3497957,3481600,3473156,3478705,3492595,3495956,3479211,3471372,3476326,3490410,3502809,3485449,3465051,1962865,2071030,3506110,3488810,3465333,1961763,2069957
73.png,3353,35596,26609,27426,20766,45613,35596,26609,27426,20766,45613,35712,26029,26867,20304,45379,24673,25412,58030,43942,835427,25846,26432,62712,45526,839606,3220600,3206071,3199454,3203688,3215677,3220600,3206071,3199454,3203688,3215677,3219742,3205109,3198757,3202764,3214739,3226125,3210986,3193012,1806760,1906525,3228810,3213866,3193482,1806060,1905864
36.png,3353,51723,38730,44101,41164,53797,51723,38730,44101,41164,53797,54225,41059,40055,30964,51151,44222,46379,70706,80842,885017,47266,47673,78350,85596,889430,3404091,3384416,3372017,3380002,3398161,3404091,3384416,3372017,3380002,3398161,3405299,3384257,3372609,3379564,3399527,3411376,3391637,3363072,1901902,2006977,3415390,3396141,3364002,1900382,2005502
4.png,3353,52787,38359,42465,34770,49823,52787,38359,42465,34770,49823,49307,39202,44470,37440,51289,42823,43456,73238,73462,895535,48632,44659,77546,76078,898325,3446003,3425199,3413895,3420848,3440251,3446003,3425199,3413895,3420848,3440251,3444213,3424260,3412484,3420072,3438393,3453041,3433436,3404672,1924392,2030775,3454884,3435659,3404918,1923640,2030075
44.png,3353,47742,31697,35797,25941,56690,47742,31697,35797,25941,56690,44677,27348,31457,25410,56729,31448,32502,66906,55593,906621,32642,33468,72938,56682,910335,3487552,3468687,3459301,3465333,3481398,3487552,3468687,3459301,3465333,3481398,3483691,3464182,3455611,3461026,3477059,3492616,3472434,3449226,1954519,2062089,3496306,3476034,3449454,1953398,2060995
1.png,3353,47318,27351,32225,26135,57966,47318,27351,32225,26135,57966,46765,27182,32302,26828,58607,33426,30883,61407,55088,886864,33817,32704,65357,56554,888272,3419416,3400345,3390893,3397005,3413134,3419416,3400345,3390893,3397005,3413134,3418987,3399590,3390302,3396172,3412639,3426266,3405835,3381775,1917314,2022730,3428749,3408224,3382635,1917144,2022592
15.png,3353,47499,36738,39020,27489,47706,47499,36738,39020,27489,47706,46585,33120,37846,38091,49090,41178,43294,69445,65410,857657,43365,42797,73454,69337,859495,3293033,3274014,3263618,3270045,3287838,3293033,3274014,3263618,3270045,3287838,3290091,3271546,3260916,3267877,3284592,3298352,3280446,3254521,1839966,1941667,3301143,3283075,3254258,1838679,1940367
83.png,3353,44574,39124,41261,37907,44790,44574,39124,41261,37907,44790,47718,36448,42652,35001,43873,41634,43082,62477,71392,908151,45089,44816,73024,76347,912842,3492464,3476092,3464301,3471785,3487838,3492464,3476092,3464301,3471785,3487838,3494632,3477722,3466244,3473271,3490223,3498454,3483116,3456671,1953224,2061401,3502657,3487266,3457628,1951657,2059852
